url	first_seen	portal	title	company	status	location
https://mastercard.wd1.myworkdayjobs.com/CorporateCareers/job/Pune-India/Sr-Principal-Software-Engineer_R-247297	2026-07-05	workday-api	Sr. Principal Software Engineer	Mastercard	added	Pune, India
https://mastercard.wd1.myworkdayjobs.com/CorporateCareers/job/Pune-India/Software-Engineer-II---CS_R-281017	2026-07-05	workday-api	Software Engineer II - CS	Mastercard	added	Pune, India
https://mastercard.wd1.myworkdayjobs.com/CorporateCareers/job/Pune-India/Senior-Software-Engineer--Java-full-stack--mcp-servers--AI-engineering-technologies--streaming-platform-_R-279459	2026-07-05	workday-api	Senior Software Engineer (Java full stack, mcp servers, AI engineering technologies, streaming platform)	Mastercard	added	Pune, India
https://mastercard.wd1.myworkdayjobs.com/CorporateCareers/job/Pune-India/Lead-Software-Engineer---Agentic-Systems_R-279158-1	2026-07-05	workday-api	Lead Software Engineer - Agentic Systems	Mastercard	added	Pune, India
https://mastercard.wd1.myworkdayjobs.com/CorporateCareers/job/Pune-India/Principal-Software-Engineer-Solution-Architect_R-278568-1	2026-07-05	workday-api	Principal Software Engineer/Solution Architect	Mastercard	added	Pune, India
https://mastercard.wd1.myworkdayjobs.com/CorporateCareers/job/Pune-India/Technical-Program-Management--Software-Engineering--Program-Management_R-249209	2026-07-05	workday-api	Technical Program Management/ Software Engineering/ Program Management	Mastercard	added	Pune, India
https://mastercard.wd1.myworkdayjobs.com/CorporateCareers/job/Pune-India/Lead-Software-Engineer--Mainframe-Testing-_R-277851	2026-07-05	workday-api	Lead Software Engineer (Mainframe Testing)	Mastercard	added	Pune, India
https://mastercard.wd1.myworkdayjobs.com/CorporateCareers/job/Pune-India/Senior-Software-Engineer---Automation-Testing---Java-Coding_R-273620	2026-07-05	workday-api	Senior Software Engineer - Automation Testing & Java Coding	Mastercard	added	Pune, India
https://mastercard.wd1.myworkdayjobs.com/CorporateCareers/job/Pune-India/Software-Engineer-II--Backend-Developer-_R-274179	2026-07-05	workday-api	Software Engineer II (Backend Developer)	Mastercard	added	Pune, India
https://mastercard.wd1.myworkdayjobs.com/CorporateCareers/job/Pune-India/Software-Engineer-II_R-276237	2026-07-05	workday-api	Software Engineer II	Mastercard	added	Pune, India
https://mastercard.wd1.myworkdayjobs.com/CorporateCareers/job/Pune-India/Senior-Software-Engineer---Test_R-275110	2026-07-05	workday-api	Senior Software Engineer - Test	Mastercard	added	Pune, India
https://mastercard.wd1.myworkdayjobs.com/CorporateCareers/job/Pune-India/Lead---Full-Stack-Web-Applications_R-276689-1	2026-07-05	workday-api	Lead – Full Stack Web Applications	Mastercard	added	Pune, India
https://www.meesho.io/jobs/software-development-engineer-iii-data?id=7bb1de7e-8756-412b-8c71-0ba40863edc8	2026-07-05	playwright	Software Development Engineer III - Data	Meesho	added	Bangalore
https://www.meesho.io/jobs/software-development-engineer-iii-devops?id=60e0d986-abe8-42ee-b172-0d9aecb307b7	2026-07-05	playwright	Software Development Engineer III - DevOps	Meesho	added	Bangalore
https://jobs.sap.com/job/Bangalore-Full-Stack-Cloud-Native-Developer-Digital-Manufacturing-%285%2BYears%29-560066/1382350833/	2026-07-05	playwright	Full Stack Cloud Native Developer - Digital Manufacturing	SAP Labs	added	Bangalore
https://jobs.sap.com/job/Bangalore-Senior-Full-Stack-Developer-JavaReact-KA-560066/1381614833/	2026-07-05	playwright	Senior Full Stack Developer - Java/React	SAP Labs	added	Bangalore
https://www.wellsfargojobs.com/en/jobs/r-537664/senior-software-engineer-java-spring-boot-microservices/	2026-07-05	playwright	Senior Software Engineer - Java Spring Boot Microservices	Wells Fargo	added	India
https://www.wellsfargojobs.com/en/jobs/r-551831/job-posting-title-senior-software-engineer-service-now/	2026-07-05	playwright	Senior Software Engineer - ServiceNow	Wells Fargo	added	India
https://www.wellsfargojobs.com/en/jobs/r-552570/senior-software-engineer/	2026-07-05	playwright	Senior Software Engineer	Wells Fargo	added	India
https://www.wellsfargojobs.com/en/jobs/r-552583/senior-software-engineer/	2026-07-05	playwright	Senior Software Engineer	Wells Fargo	added	India
https://www.wellsfargojobs.com/en/jobs/r-521635/lead-software-engineer/	2026-07-05	playwright	Lead Software Engineer	Wells Fargo	added	India
https://www.wellsfargojobs.com/en/jobs/r-530333/lead-software-engineer/	2026-07-05	playwright	Lead Software Engineer	Wells Fargo	added	India
https://www.wellsfargojobs.com/en/jobs/r-557084/lead-software-engineer/	2026-07-05	playwright	Lead Software Engineer	Wells Fargo	added	India
https://www.wellsfargojobs.com/en/jobs/r-557076/lead-software-engineer/	2026-07-05	playwright	Lead Software Engineer	Wells Fargo	added	India
https://www.wellsfargojobs.com/en/jobs/r-557053/lead-software-engineer/	2026-07-05	playwright	Lead Software Engineer	Wells Fargo	added	India
https://www.wellsfargojobs.com/en/jobs/r-557069/lead-software-engineer/	2026-07-05	playwright	Lead Software Engineer	Wells Fargo	added	India
https://search.jobs.barclays/job/pune/software-development-engineer-in-test-sdet/13015/96245899056	2026-07-05	playwright	Software Development Engineer in Test (SDET)	Barclays	added	Pune
https://www.visa.co.uk/en_gb/jobs/REF97291X	2026-07-05	playwright	Software Engineer - Sr. Consultant level	Visa	added	India
https://www.visa.co.uk/en_gb/jobs/REF97285T	2026-07-05	playwright	Software Engineer - Sr. Consultant level	Visa	added	India
https://www.visa.co.uk/en_gb/jobs/REF079131W	2026-07-05	playwright	Sr. Software Engineer, Disputes	Visa	added	India
https://www.visa.co.uk/en_gb/jobs/REF97233Q	2026-07-05	playwright	Software Engineer - Sr. Consultant level	Visa	added	India
https://www.visa.co.uk/en_gb/jobs/REF97222U	2026-07-05	playwright	NGC - Senior Software Engineer	Visa	added	India
https://www.visa.co.uk/en_gb/jobs/REF074856W	2026-07-05	playwright	Sr. Software Engineer, Core Banking	Visa	added	India
https://careers.unitedhealthgroup.com/job/gurgaon/senior-software-engineer/34088/97252424384	2026-07-05	playwright	Senior Software Engineer	Optum	added	Gurgaon India
https://careers.unitedhealthgroup.com/job/chennai/senior-software-engineer-aws-terraform-python-and-github-actions/34088/96767543600	2026-07-05	playwright	Senior Software Engineer - AWS Terraform Python	Optum	added	Chennai India
https://careers.unitedhealthgroup.com/job/gurgaon/lead-full-stack-engineer/34088/97246083424	2026-07-05	playwright	Lead Full Stack Engineer	Optum	added	Gurgaon India
https://careers.unitedhealthgroup.com/job/hyderabad/software-engineering-lead/34088/94804238144	2026-07-05	playwright	Software Engineering Lead	Optum	added	Hyderabad India
https://www.atlassian.com/company/careers/all-jobs?team=Engineering&location=India	2026-07-05	playwright	(0 Engineering roles in India)	Atlassian	skipped_title	India
https://jobs.nokia.com/en/sites/CX_1/jobs	2026-07-05	playwright	(0 matching titles)	Nokia	skipped_title	India
https://jobs.ebayinc.com/us/en/bengaluru	2026-07-05	playwright	(0 matching titles)	eBay	skipped_title	Bengaluru
https://indiajobs.target.com/location/bengaluru-jobs	2026-07-05	playwright	(0 matching titles)	Target India	skipped_title	Bengaluru
https://careers.slb.com/job-listing	2026-07-05	playwright	(Coveo SPA - could not extract)	SLB	skipped_title	India
https://www.precisely.com/careers-and-culture/international-jobs	2026-07-05	playwright	(landing page only)	Precisely	skipped_title	India
https://bayer.eightfold.ai/careers	2026-07-05	playwright	(Eightfold SPA - could not extract)	Bayer	skipped_title	India
https://aexp.eightfold.ai/careers	2026-07-05	playwright	(redirected to main page)	American Express	skipped_title	India
https://adobe.wd5.myworkdayjobs.com/external_experienced/job/Bangalore/Software-Development-Engineer5_R170295-1	2026-07-14	workday-api	Software Development Engineer.5	Adobe	added	Bangalore		2026-07-08
https://adobe.wd5.myworkdayjobs.com/external_experienced/job/Noida/Software-Development-Engineer-4_R170262	2026-07-14	workday-api	Software Development Engineer 4	Adobe	added	Noida		2026-07-13
https://adobe.wd5.myworkdayjobs.com/external_experienced/job/Bangalore/Software-Development-Engineer_R169795-1	2026-07-14	workday-api	Software Development Engineer	Adobe	added	Bangalore		2026-07-13
https://adobe.wd5.myworkdayjobs.com/external_experienced/job/Noida/Software-Development-Engineer-3_R170103	2026-07-14	workday-api	Software Development Engineer 3	Adobe	added	Noida		2026-07-09
https://adobe.wd5.myworkdayjobs.com/external_experienced/job/Noida/Software-Development-Engineer-3---Native-Android_R168159	2026-07-14	workday-api	Software Development Engineer 3 - Native Android	Adobe	added	Noida		2026-07-09
https://adobe.wd5.myworkdayjobs.com/external_experienced/job/Bangalore/Computer-Scientist---I_R169593-1	2026-07-14	workday-api	Computer Scientist - I ( Backend Heavy - Full Stack )	Adobe	added	Bangalore		
https://adobe.wd5.myworkdayjobs.com/external_experienced/job/Noida/Software-Engineer-2_R169381	2026-07-14	workday-api	Software Engineer 2	Adobe	added	Noida		
https://mastercard.wd1.myworkdayjobs.com/CorporateCareers/job/Pune-India/Software-Engineer-II--Mainframe-Developer-_R-262302	2026-07-14	workday-api	Software Engineer II (Mainframe Developer)	Mastercard	added	Pune, India		2026-07-14
https://mastercard.wd1.myworkdayjobs.com/CorporateCareers/job/Pune-India/Software-Engineer-II-Java-Full-stack-Developer_R-281493	2026-07-14	workday-api	Software Engineer II Java Full stack Developer	Mastercard	added	Pune, India		2026-07-13
https://mastercard.wd1.myworkdayjobs.com/CorporateCareers/job/Pune-India/Senior-Software-Engineer--C---Developer---Unix-Linux---ISO-8583---Payment-Domain-_R-280086-1	2026-07-14	workday-api	Software Engineer II (C, C++ on Unix, Experience with socket programming, IPC)	Mastercard	added	Pune, India		2026-07-08
https://mastercard.wd1.myworkdayjobs.com/CorporateCareers/job/Navi-Mumbai-India-Finicity/Software-Engineer-II_R-275092	2026-07-14	workday-api	Software Engineer II	Mastercard	added	Navi Mumbai, India (Finicity)		2026-07-07
https://mastercard.wd1.myworkdayjobs.com/CorporateCareers/job/Pune-India/Software-Engineer-II--Software-Engineer-in-Test--_R-274181	2026-07-14	workday-api	Software Engineer II (Software Engineer in Test )	Mastercard	added	Pune, India		
https://adobe.wd5.myworkdayjobs.com/external_experienced/job/Noida/Software-Development-Engineer_R169130-1	2026-07-20	workday-api	Software Development Engineer	Adobe	added	Noida		
https://mastercard.wd1.myworkdayjobs.com/CorporateCareers/job/Navi-Mumbai-India-Finicity/Software-Engineer-II_R-282346	2026-07-20	workday-api	Software Engineer II	Mastercard	added	Navi Mumbai, India (Finicity)		2026-07-20
https://mastercard.wd1.myworkdayjobs.com/CorporateCareers/job/Pune-India/Software-Engineer-II--Mainframe-Developer-_R-274163	2026-07-20	workday-api	Software Engineer II (Mainframe Developer)	Mastercard	added	Pune, India		2026-07-20
https://mastercard.wd1.myworkdayjobs.com/CorporateCareers/job/Pune-India/Software-Engineer-I_R-282195	2026-07-20	workday-api	Software Engineer I	Mastercard	added	Pune, India		2026-07-18
https://mastercard.wd1.myworkdayjobs.com/CorporateCareers/job/Pune-India/Software-Engineer-II-2_R-282788-1	2026-07-20	workday-api	Software Engineer II-2	Mastercard	added	Pune, India		2026-07-16
https://mastercard.wd1.myworkdayjobs.com/CorporateCareers/job/Pune-India/Software-Engineer-II-1_R-282787	2026-07-20	workday-api	Software Engineer II-1	Mastercard	added	Pune, India		2026-07-16
https://mastercard.wd1.myworkdayjobs.com/CorporateCareers/job/Pune-India/Software-Engineer-II_R-280085-1	2026-07-20	workday-api	Software Engineer II	Mastercard	added	Pune, India		2026-07-17
https://mastercard.wd1.myworkdayjobs.com/CorporateCareers/job/Pune-India/Software-Engineer-II_R-211834	2026-07-20	workday-api	Software Engineer II	Mastercard	added	Pune, India		
https://mastercard.wd1.myworkdayjobs.com/CorporateCareers/job/Pune-India/Software-Engineer-II_R-208485	2026-07-20	workday-api	Software Engineer II	Mastercard	added	Pune, India		
https://apply.careers.microsoft.com/careers/job/1970393556636678?hl=en	2026-07-20	Playwright — Microsoft India	Software Engineer	Microsoft	added	India (Multiple Locations)		2026-07-16
https://jobs.ebayinc.com/us/en/job/R0074385/MTS-1-Mobile-Security-Engineer	2026-07-20	Playwright — eBay Bengaluru	MTS 1 - Mobile Security Engineer	eBay	added	Bengaluru, India		
https://jobs.ebayinc.com/us/en/job/R0074386/MTS-1-Mobile-Security-Engineer	2026-07-20	Playwright — eBay Bengaluru	MTS 1 - Mobile Security Engineer	eBay	added	Bengaluru, India		
https://visa.wd5.myworkdayjobs.com/Visa/job/IN---Bengaluru-India/Software-Engineer_REF082722W	2026-07-20	workday-api	Software Engineer	Visa	added	IN - Bengaluru, India		
https://search.jobs.barclays/job/pune/software-engineer/13015/95119674384	2026-07-20	Playwright — Barclays India	Software Engineer	Barclays	added	Pune, India		
https://search.jobs.barclays/job/pune/software-engineer/13015/96202498032	2026-07-20	Playwright — Barclays India	Software Engineer	Barclays	added	Pune, India		
https://search.jobs.barclays/job/pune/software-engineer/13015/96830338544	2026-07-20	Playwright — Barclays India	Software Engineer	Barclays	added	Pune, India		
https://search.jobs.barclays/job/pune/software-engineer/13015/96202502064	2026-07-20	Playwright — Barclays India	Software Engineer	Barclays	added	Pune, India		
https://search.jobs.barclays/job/pune/software-engineer/13015/91304562464	2026-07-20	Playwright — Barclays India	Software Engineer	Barclays	added	Pune, India		
https://search.jobs.barclays/job/pune/software-engineer/13015/97879181104	2026-07-20	Playwright — Barclays India	Software Engineer	Barclays	added	Pune, India		
https://search.jobs.barclays/job/pune/software-engineer/13015/96025654432	2026-07-20	Playwright — Barclays India	Software Engineer	Barclays	added	Pune, India		
https://search.jobs.barclays/job/pune/software-engineer/13015/96202501344	2026-07-20	Playwright — Barclays India	Software Engineer	Barclays	added	Pune, India		
https://search.jobs.barclays/job/pune/software-engineer/13015/96202501392	2026-07-20	Playwright — Barclays India	Software Engineer	Barclays	added	Pune, India		
https://search.jobs.barclays/job/pune/software-engineer/13015/94687913696	2026-07-20	Playwright — Barclays India	Software Engineer	Barclays	added	Pune, India		
https://search.jobs.barclays/job/pune/software-engineer/13015/98038730256	2026-07-20	Playwright — Barclays India	Software Engineer	Barclays	added	Pune, India		
https://search.jobs.barclays/job/bengaluru/software-engineer/13015/95980029232	2026-07-20	Playwright — Barclays India	Software Engineer	Barclays	added	Bengaluru, India		
https://search.jobs.barclays/job/pune/software-engineer/13015/95549296880	2026-07-20	Playwright — Barclays India	Software Engineer	Barclays	added	Pune, India		
https://search.jobs.barclays/job/pune/software-engineer/13015/95536470528	2026-07-20	Playwright — Barclays India	Software Engineer	Barclays	added	Pune, India		
https://search.jobs.barclays/job/pune/software-engineer/13015/96919935456	2026-07-20	Playwright — Barclays India	Software Engineer	Barclays	added	Pune, India		
https://www.wellsfargojobs.com/en/jobs/r-560662/	2026-07-20	Playwright — Wells Fargo India	Software Engineer - Golang and/or Python	Wells Fargo	added	India		
https://www.wellsfargojobs.com/en/jobs/r-551920/	2026-07-20	Playwright — Wells Fargo India	Software Engineer/ Gen AI /Google ADK/ LangChain Python	Wells Fargo	added	India		
https://jobs.intuit.com/job/bengaluru/software-engineer-credit-karma/27595/98034325664	2026-07-20	Playwright — Intuit India	Software Engineer - Credit Karma	Intuit	added	Bengaluru, India		
https://indiajobs.target.com/job/bengaluru/engineer-target-india/34386/91912927920	2026-07-20	Playwright — Target India	Engineer	Target India	added	Bengaluru, India		
https://gameberry.keka.com/careers/jobdetails/78044	2026-07-21	playwright-cli	SDE - I (PS)	Gameberry Labs	added	Bangalore
https://www.hackerrank.com/careers/job?id=7771695#Software%20Development%20Engineer%20in%20Test%20II	2026-07-21	playwright-cli	Software Development Engineer in Test II	HackerRank	added	Hybrid in Bangalore, India
https://nxtwave.freshteam.com/jobs/IZM4QfSpBhtB/full-stack-developer-2	2026-07-21	playwright-cli	Full Stack Developer - 2	NxtWave	added	
